,Literature,Unnamed: 1,GAC,GAS,E,S,A,B,V,L,BET,Vt,Vmeso,Vmic,%C,%O,%N,Temp(K),Pressure,Adsorp(mmol/g),Index,logP,logQ,logD,Label,Unnamed: 25,K,n,R2
2270,,811,ANPC-2-600,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,323.0,0.0149744785682848,0.158884487656543,2511,-4.201407955734786,-1.8395778335117727,2.3618301222230134,E&E,4834.0,2.5548239285110426,0.5510268507841627,0.9944976260268709
2284,,825,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,323.0,0.0177901240918885,0.250744494172654,2512,-4.029111801955562,-1.383320809818233,2.6457909921373286,E&E,4835.0,2.6762629826686135,0.5065424427759783,0.9958653899031894
2297,,838,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,323.0,0.0160753582431651,1.05959954501546,2513,-4.130467723373334,0.05789104902295234,4.1883587723962865,E&E,4836.0,4.482570156202006,0.2876416867588062,0.9854968446401737
2311,,852,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1502.0,0.76,0.37,0.39,82.96,8.67,8.3,323.0,0.0151185188995775,0.930940663385747,2514,-4.191834869405938,-0.07155973801572683,4.120275131390212,E&E,4837.0,4.0816239352993815,0.2876957367861981,0.983365949214941
2325,,876,ANPC-1-700,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,323.0,0.0175600739371534,0.197690664234102,2515,-4.042127480239987,-1.6210517718016768,2.4210757084383103,E&E,4838.0,3.729260573006713,0.6274376516483564,0.9980853197416694
2336,,887,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,323.0,0.0129390018484288,0.311928367381231,2516,-4.347509129791171,-1.164981709259694,3.1825274205314775,E&E,4839.0,4.389758551635509,0.5752708838955958,0.9975594034759873
2348,,899,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,323.0,0.0286506469500924,1.98481887797969,2517,-3.5525792549212816,0.6855276646257614,4.238106919547043,E&E,4840.0,7.719807243055364,0.3325755906810632,0.9874730893231626
2360,,911,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2266.0,1.03,0.384,0.646,85.78,9.82,4.4,323.0,0.0138632162661737,1.20544446311544,2518,-4.27851625830422,0.1868483479929834,4.465364606297204,E&E,4841.0,7.520442740855076,0.3377959285143535,0.9816208804941438
2373,,932,ANPC-2-700,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,323.0,0.0460720317301634,0.334232965888891,2519,-3.07754920006982,-1.0959170264860127,1.9816321735838074,E&E,4842.0,3.0955595559667395,0.6591460799243141,0.9979844900989332
2383,,942,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,323.0,0.0174444914389486,0.141769767022281,2520,-4.04873135702121,-1.953550896203873,2.095180460817337,E&E,4843.0,3.5025278044156853,0.6597838506868101,0.9981259842354686
2395,,954,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,323.0,0.0165838018816862,0.689604585611992,2521,-4.099328850272754,-0.3716369099854007,3.7276919402873534,E&E,4844.0,7.143211733856368,0.4372672926564677,0.9862210432334295
2410,,969,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2729.0,1.5,1.3,0.2,85.16,9.52,5.32,323.0,0.013569909583231,0.851954001910673,2522,-4.299900468147166,-0.16022274197800035,4.139677726169166,E&E,4845.0,6.939369561022886,0.40630775174085776,0.9914593427737539
2425,,992,ANPC-1-800,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,323.0,0.0363032974219649,0.299032584609708,2523,-3.3158467037662014,-1.207202732901404,2.1086439708647973,E&E,4846.0,4.052553091582225,0.6976787742871087,0.9981392637144849
2435,,1002,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,323.0,0.0108487814833239,0.298740377156331,2524,-4.523702510986857,-1.2081803866105587,3.3155221243762987,E&E,4847.0,5.064427995079513,0.609831762796635,0.9987295213369368
2446,,1013,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,323.0,0.0171242844106164,1.17126139696034,2525,-4.067257681948296,0.15808128511896088,4.225338967067256,E&E,4848.0,9.231137046859741,0.39515789220558006,0.9867604272180014
2460,,1027,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,2836.0,1.35,0.8270000000000001,0.523,92.19,5.88,1.93,323.0,0.0143796215449657,1.34342376690193,2526,-4.241943245188159,0.2952214052989635,4.537164650487123,E&E,4849.0,9.257792941101625,0.35874367439812194,0.9842130260806552
2477,,1052,ANPC-2-800,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,323.0,0.0215550793428264,0.110204081632653,2527,-3.8371437898421727,-2.2054213445403987,1.631722445301774,E&E,4850.0,3.098730161959812,0.7555476488750971,0.9983239201836654
2487,,1062,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,323.0,0.0127162150434265,0.171428571428572,2528,-4.364877324828815,-1.7635885922613552,2.6012887325674603,E&E,4851.0,3.8589946951181577,0.7431850483051693,0.9984348725698895
2500,,1075,,Propylene,0.1,0.08,0.0,0.07,0.4883,0.946,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,323.0,0.0107121160534871,0.551020408163266,2529,-4.53637983668191,-0.5959834321062962,3.9403964045756137,E&E,4852.0,8.484306191577225,0.5098507448716434,0.9949333038748824
2514,,1089,,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,3177.0,2.18,2.14,0.04,94.94,3.63,1.42,323.0,0.0106907532394704,0.746938775510203,2530,-4.538376094362934,-0.29177205770330744,4.246604036659626,E&E,4853.0,8.795151885012567,0.47291085631822505,0.9951351897878209
2528,15.0,0,FAU-ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2700.0,,,1.1,94.8,3.7,,303.0,0.284976958525345,1.79723502304147,2531,-1.2553469492612952,0.5862493855832299,1.841596334844525,E&E,4854.0,5.043460697355035,0.42467036590667956,0.9583865370412179
2535,,7,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2700.0,,,1.1,94.8,3.7,,303.0,0.20331797235023,1.17511520737327,2532,-1.59298415915516,0.161366191617965,1.7543503507731248,E&E,4855.0,4.095213356348548,0.4812846743107952,0.984223870349177
2542,,14,EMT-ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2980.0,,,1.3,93.8,4.3,,303.0,0.19479432175482,1.95212934194124,2533,-1.6358110373011123,0.668920747036111,2.3047317843372235,E&E,4856.0,5.9675253196522196,0.42388510112500166,0.9680011391890581
2549,,21,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2980.0,,,1.3,93.8,4.3,,303.0,0.39628644253846,1.39258404807531,2534,-0.925617989468176,0.33116104868209445,1.2567790381502704,E&E,4857.0,4.261668811460535,0.5037886955848755,0.9619577763945237
2556,,28,BETA-ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3200.0,,,1.4,91.1,3.6,,303.0,0.199999999999999,1.9954128440367,2535,-1.6094379124341054,0.6908509682995965,2.300288880733702,E&E,4858.0,6.6377568961930145,0.35049780870516656,0.9261708768244372
2564,,36,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,3200.0,,,1.4,91.1,3.6,,303.0,0.199999999999999,1.03211009174312,2536,-1.6094379124341054,0.031605339415331904,1.6410432518494373,E&E,4859.0,4.409155468651052,0.44746489886632984,0.9594307439783013
2571,,43,FAU-ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2700.0,,,1.1,94.8,3.7,,323.0,1.0655737704918,3.09158112455952,2537,0.06351340572232281,1.128682650836521,1.0651692451141983,E&E,4860.0,3.4143904393748628,0.5219822312244616,0.987194832397268
2578,,50,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2700.0,,,1.1,94.8,3.7,,323.0,0.245901639344262,0.422284357285121,2538,-1.4028236630711024,-0.8620763594400669,0.5407473036310355,E&E,4861.0,2.615632927340365,0.5711062606514979,0.9836027587795123
2586,,58,EMT-ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2980.0,,,1.3,93.8,4.3,,323.0,0.994522751647007,3.92523364485981,2539,-0.005492303476686473,1.367425876815507,1.3729181802921935,E&E,4862.0,4.674694563650225,0.43123275943651884,0.975193433447857
2593,,65,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2980.0,,,1.3,93.8,4.3,,323.0,0.990884020223688,2.59345794392523,2540,-0.009157784575031391,0.9529920987245816,0.9621498832996129,E&E,4863.0,3.2130096623836213,0.549712850372882,0.9861551894200193
2600,,72,BETA-ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3200.0,,,1.4,91.1,3.6,,323.0,1.04948674735713,4.48598130841121,2541,0.04830123262105183,1.5009572694400293,1.4526560368189774,E&E,4864.0,5.264728708929564,0.39347760124810666,0.9687368716947286
2607,,79,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,3200.0,,,1.4,91.1,3.6,,323.0,0.623180634288342,1.47196261682243,2542,-0.4729188595420225,0.3865966238037817,0.8595154833458042,E&E,4865.0,3.1296874840021855,0.5373765230688555,0.9704945777746453
2615,,87,FAU-ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2700.0,,,1.1,94.8,3.7,,283.0,0.0196629213483146,0.416639605117882,2543,-3.9290205817967174,-0.8755336871801774,3.05348689461654,E&E,4866.0,5.871765944147455,0.7299083075756738,0.999279748444546
2624,,96,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2700.0,,,1.1,94.8,3.7,,283.0,0.0252808988764044,0.231798402286159,2544,-3.677706153515815,-1.4618872407397612,2.2158189127760535,E&E,4867.0,4.129756656698066,0.7788527090994818,0.9995844365959204
2634,,106,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2700.0,,,1.1,94.8,3.7,,273.0,0.0280898876404493,0.324637681159419,2545,-3.57234563785799,-1.1250455457362691,2.4473000921217207,E&E,4868.0,7.449513865109267,0.8895152375858443,0.9984456085267733
2643,,115,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2700.0,,,1.1,94.8,3.7,,273.0,0.0280898876404493,0.185507246376811,2546,-3.57234563785799,-1.6846613336716911,1.8876843041862987,E&E,4869.0,4.931072870529146,0.9361614492739907,0.99951308648824
2652,,124,EMT-ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2980.0,,,1.3,93.8,4.3,,283.0,0.0356164383561644,0.608962154631994,2547,-3.3349479961209543,-0.49599915666464695,2.8389488394563074,E&E,4870.0,8.928151140909334,0.7002814388585494,0.9977187061843572
2661,,133,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2980.0,,,1.3,93.8,4.3,,283.0,0.0328767123287671,0.405665196192249,2548,-3.414990703794492,-0.9022270995035153,2.512763604290977,E&E,4871.0,6.322901541048464,0.733453599793848,0.998830859315876
2670,,142,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2980.0,,,1.3,93.8,4.3,,273.0,0.0359449658371076,0.576271186440678,2549,-3.3257662369680197,-0.551176919289558,2.7745893176784615,E&E,4872.0,11.21993262913033,0.7124279161118157,0.9860379716578365
2679,,151,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2980.0,,,1.3,93.8,4.3,,273.0,0.0496801606200678,0.406779661016949,2550,-3.0021496082689882,-0.8994836135577742,2.102665994711214,E&E,4873.0,8.141852222048858,0.8704698670144384,0.9983212132993428
2688,,160,BETA-ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3200.0,,,1.4,91.1,3.6,,283.0,0.0191780821917808,0.612549963133998,2551,-3.9539872045271793,-0.4901247674264373,3.463862437100742,E&E,4874.0,10.909371451138092,0.6452947466956425,0.9945734968934834
2697,,169,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,3200.0,,,1.4,91.1,3.6,,283.0,0.0273972602739726,0.408863362955491,2552,-3.597312260588446,-0.8943742546585663,2.7029380059298798,E&E,4875.0,7.877850690681895,0.7092167867730751,0.9966822206019236
2706,,178,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3200.0,,,1.4,91.1,3.6,,273.0,0.0357142857142858,0.774193548387096,2553,-3.3322045101752016,-0.25593337413720163,3.0762711360379997,E&E,4876.0,12.595213711871112,0.6295378551605589,0.9749150410579341
2715,,187,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,3200.0,,,1.4,91.1,3.6,,273.0,0.0302197802197803,0.316715542521992,2554,-3.4992585948383677,-1.1497512501593037,2.349507344679064,E&E,4877.0,10.21789124073823,0.7641468840715391,0.9928880423635564
2724,16.0,0,CAC,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,641.0,0.26,0.001,0.26,82.14,16.87,0.99,298.0,0.022340909090909,0.312,2555,-3.801335792753236,-1.1647520911726548,2.636583701580581,E&E,4878.0,2.800435464863098,0.4322468949137327,0.9831157121028724
2733,,9,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,641.0,0.26,0.001,0.26,82.14,16.87,0.99,298.0,0.00534090909090906,0.216,2556,-5.232359398756245,-1.5324768712979722,3.6998825274582723,E&E,4879.0,2.9475156591654605,0.3853148785406942,0.9883917236512588
2743,,19,CAC-800-3,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2063.0,0.91,0.24,0.67,88.05,9.92,2.02,298.0,0.0110454545454545,0.168,2557,-4.505736288999908,-1.783791299578878,2.72194498942103,E&E,4880.0,5.17368724636953,0.48324868973902074,0.9889950920076314
2753,,29,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2063.0,0.91,0.24,0.67,88.05,9.92,2.02,298.0,0.0334090909090909,0.935999999999999,2558,-3.3989272331276164,-0.06613980250454601,3.3327874306230703,E&E,4881.0,6.421512576006934,0.49938490332517294,0.9968164711650629
2763,,39,CAC-700-3,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1521.0,0.6,0.03,0.57,85.6,13.3,1.12,298.0,0.0265486725663715,0.430278884462151,2559,-3.6287755300442375,-0.8433217120075651,2.7854538180366726,E&E,4882.0,4.9338199790875725,0.5277380060649447,0.991337298792251
2772,,48,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1521.0,0.6,0.03,0.57,85.6,13.3,1.12,298.0,0.014749262536873,0.645418326693227,2560,-4.21656219494636,-0.4378566038994,3.7787055910469602,E&E,4883.0,5.782652620253332,0.48281981526592926,0.9932949567754851
2780,,56,CAC-900-3,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1694.0,0.74,0.18,0.56,91.99,7.36,0.65,298.0,0.0088495575221239,0.119521912350598,2561,-4.72738781871234,-2.1242555574696254,2.6031322612427146,E&E,4884.0,4.869649094098666,0.5763954912440524,0.9965048555371837
2790,,66,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1694.0,0.74,0.18,0.56,91.99,7.36,0.65,298.0,0.0589970501474925,1.26693227091633,2562,-2.8302678338264613,0.23659844364838925,3.0668662774748507,E&E,4885.0,6.057681591887092,0.5137510563413935,0.9967924261519495
2798,,74,CAC-700-3,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1521.0,0.6,0.03,0.57,85.6,13.3,1.12,273.0,0.02432915921288,1.97209302325581,2563,-3.716079680413099,0.6790954271042929,4.3951751075173915,E&E,4886.0,7.531800743514635,0.35803569784732614,0.9952429797746404
2807,,83,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1521.0,0.6,0.03,0.57,85.6,13.3,1.12,273.0,0.0589544822102961,1.15348837209302,2564,-2.830989620787488,0.14279071803731658,2.9737803388248043,E&E,4887.0,5.32022278646133,0.4994226120010609,0.9972459506907293
2814,,90,CAC-800-3,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2063.0,0.91,0.24,0.67,88.05,9.92,2.02,273.0,0.0127659574468084,0.897298367144976,2565,-4.360973225476058,-0.1083668444223685,4.252606381053689,E&E,4888.0,7.6857434666586775,0.38226024839277345,0.9765138895162346
2824,,100,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2063.0,0.91,0.24,0.67,88.05,9.92,2.02,273.0,0.00425531914893606,0.115586343394358,2566,-5.459585514144185,-2.1577374664495594,3.3018480476946253,E&E,4889.0,6.277828156964214,0.4626703146093269,0.992736452091601
2833,,109,CAC-900-3,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1694.0,0.74,0.18,0.56,91.99,7.36,0.65,273.0,0.0037029780564266,0.777272727272727,2567,-5.5986179029589564,-0.25196398984970203,5.346653913109255,E&E,4890.0,8.255936500259448,0.4224511522857836,0.9954124952753955
2841,,117,,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1694.0,0.74,0.18,0.56,91.99,7.36,0.65,273.0,0.00399686520376185,0.163636363636362,2568,-5.522244924174432,-1.8101086078962616,3.71213631627817,E&E,4891.0,7.115986790086638,0.4859946401063933,0.9952097346380625
2850,,126,CAC-800-2,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,1409.0,0.65,0.09,0.56,,,,273.0,0.0171526586620925,0.293233082706766,2569,-4.065602093356454,-1.2267874820921105,2.8388146112643438,E&E,4892.0,4.409760685222681,0.5018777870663204,0.9898262116442779
2858,,134,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1409.0,0.65,0.09,0.56,,,,273.0,0.0411663807890222,1.06015037593985,2570,-3.190133356002549,0.05841076215641493,3.248544118158964,E&E,4893.0,5.216404727923526,0.44784087136858797,0.9942919958284072
2866,,142,CAC-800-4,Ethylene,0.11,0.1,0.0,0.07,0.3474,0.289,2002.0,0.89,0.34,0.65,,,,273.0,0.0154373927958832,0.135338345864662,2571,-4.170962609014284,-1.9999773703255865,2.170985238688697,E&E,4894.0,4.772092726632787,0.5701280018208128,0.993936030741237
2876,,152,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,2002.0,0.89,0.34,0.65,,,,273.0,0.00686106346483705,0.0451127819548871,2572,-4.981892825230601,-3.0985896589937014,1.8833031662369,E&E,4895.0,5.736372441219786,0.5243921931912366,0.9947444974507659
2887,17.0,0,ZTC,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3591.0,,,1.66,,,,297.0,0.411522633744855,3.59490654140859,2573,-0.8878912573524594,1.279517994008547,2.1674092513610064,E&E,4896.0,8.43145269646041,0.26898212347709316,0.8892367046452865
2900,,13,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3591.0,,,1.66,,,,314.0,0.658436213991769,2.98851339180557,2574,-0.41788762810672236,1.0947760703849208,1.512663698491643,E&E,4897.0,6.31839136895568,0.34959094382871553,0.9101894509081551
2910,,23,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3591.0,,,1.66,,,,344.0,0.658436213991769,1.73598813928031,2575,-0.41788762810672236,0.5515767840030158,0.9694644121097382,E&E,4898.0,3.8931490066513317,0.4615624271332493,0.9643930737030153
2920,,33,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3591.0,,,1.66,,,,375.0,0.740740740740741,1.25102880658436,2576,-0.30010459245033766,0.22396625806567153,0.5240708505160092,E&E,4899.0,2.3069126762609247,0.5726504665761164,0.9821495448012146
2928,,41,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3591.0,,,1.66,,,,421.0,0.864197530864196,0.644801928752546,2577,-0.1459539126230815,-0.43881209655265063,-0.29285818392956914,E&E,4900.0,1.6109877060419493,0.563342056840843,0.9596330111354905
2939,,52,MSC-30,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3244.0,,,1.54,,,,297.0,0.367631197805923,2.96934865900383,2578,-1.0006750232064368,1.0883426220306531,2.0890176452370897,E&E,4901.0,7.347837586679955,0.34453354889889204,0.9721799879061288
2949,,62,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3244.0,,,1.54,,,,315.0,0.407229361190718,2.58620689655172,2579,-0.8983787112600105,0.9501922835498349,1.8485709948098452,E&E,4902.0,6.066004498485521,0.37179021989208083,0.9813373833751915
2958,,71,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3244.0,,,1.54,,,,346.0,0.769005577640133,2.49042145593869,2580,-0.2626570563946914,0.9124519555669864,1.1751090119616778,E&E,4903.0,4.2168536357714625,0.4303691908143407,0.9868801909186646
2967,,80,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3244.0,,,1.54,,,,377.0,0.808372623339804,1.96360153256705,2581,-0.212732159266334,0.6747803036898699,0.8875124629562039,E&E,4904.0,3.1259601203205523,0.46391994039888584,0.9898511850577942
2975,,88,,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,3244.0,,,1.54,,,,423.0,0.887568950109395,1.19731800766283,2582,-0.11926907038619146,0.18008406185375841,0.29935313223994986,E&E,4905.0,1.957570826793417,0.5078696862924382,0.9834778094046479
2983,18.0,0,SMC1,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1231.0,0.49,0.06,0.43,,,,298.0,0.00562851782363979,2.27835742662905,2583,-5.1799091354977325,0.8234547564170899,6.003363891914822,E&E,4906.0,4.929149984710726,0.11194367449427657,0.8942722508683325
2998,,15,SMC1,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1231.0,0.49,0.06,0.43,,,,298.0,0.00187617260787995,0.647571998686228,2584,-6.278521424165831,-0.4345252967079316,5.843996127457899,E&E,4907.0,5.2848761420788195,0.2764396352110587,0.979331249265997
3014,,42,SMC-2,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1543.0,0.62,0.07999999999999996,0.54,,,,298.0,0.00653119207248406,2.32394366197183,2585,-5.031165799141122,0.8432655968592648,5.874431396000387,E&E,4908.0,7.187014742377373,0.16036205479675858,0.8918063105961715
3030,,58,SMC-2,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1543.0,0.62,0.07999999999999996,0.54,,,,298.0,0.00894790638047224,0.774647887323942,2586,-4.716335698029434,-0.25534669180884667,4.460989006220587,E&E,4909.0,6.755821683801204,0.36187739562976845,0.9829227506870789
3043,,79,SMC-3,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1999.0,0.81,0.1200000000000001,0.69,,,,298.0,0.00769267900947431,1.54042276822348,2587,-4.867486180388941,0.43205690357093574,5.299543083959876,E&E,4910.0,8.708358235338643,0.3122565614646194,0.9864566983289175
3058,,94,SMC-3,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1999.0,0.81,0.1200000000000001,0.69,,,,298.0,0.00930757112327151,0.260840182728554,2588,-4.6769271107454955,-1.3438473859185294,3.333079724826966,E&E,4911.0,5.519331696917549,0.5463868364087133,0.9971412414834352
3069,,114,SMC-1,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1231.0,0.49,0.06,0.43,,,,288.0,0.0103519668737059,2.69397869533035,2589,-4.570578741218482,0.9910191697647531,5.561597910983235,E&E,4912.0,5.051975849006239,0.0927795747364345,0.8468011964752848
3080,,125,SMC-1,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1231.0,0.49,0.06,0.43,,,,288.0,0.0103519668737059,1.24320149325781,2590,-4.570578741218482,0.21768990177097658,4.788268642989459,E&E,4913.0,5.60255111513016,0.2551500635118158,0.9610864366233789
3093,,147,SMC-2,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1543.0,0.62,0.07999999999999996,0.54,,,,288.0,0.00631578947368421,2.81951353579771,2591,-5.064702515366531,1.036564365033044,6.101266880399575,E&E,4914.0,7.336853170688807,0.13618695549077903,0.9059275171223689
3105,,159,SMC-2,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1543.0,0.62,0.07999999999999996,0.54,,,,288.0,0.00842105263157896,1.09616600247354,2592,-4.77702044291475,0.09181863916749053,4.86883908208224,E&E,4915.0,7.245342923674585,0.327875016175809,0.9820290794983138
3119,,182,SMC-3,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1999.0,0.81,0.1200000000000001,0.69,,,,288.0,0.00840336134453781,1.40992167101827,2593,-4.77912349311153,0.3435341503776693,5.122657643489199,E&E,4916.0,9.623059373053275,0.3012198963172283,0.9785533924660244
3133,,196,SMC-2,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1999.0,0.81,0.1200000000000001,0.69,,,,288.0,0.0126050420168067,0.469973890339426,2594,-4.373658385003367,-0.7550781382904348,3.618580246712932,E&E,4917.0,6.5022015829008915,0.5060699743649791,0.995978805079974
3145,,216,SMC-1,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1231.0,0.49,0.06,0.43,,,,308.0,0.0122165617259333,2.45993810275392,2595,-4.404962729319013,0.9001361881455698,5.305098917464583,E&E,4918.0,4.792567273567963,0.12126972405447091,0.9172848292713993
3154,,225,SMC-1,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1231.0,0.49,0.06,0.43,,,,308.0,0.00835219645354617,0.661098535697634,2596,-4.785230726381636,-0.4138523795934255,4.371378346788211,E&E,4919.0,4.846518829276529,0.32174778268907367,0.9781161488459573
3164,,243,SMC-2,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1543.0,0.62,0.07999999999999996,0.54,,,,308.0,0.0118881306035059,2.487354476114,2597,-4.432214804904068,0.9112196862745746,5.343434491178643,E&E,4920.0,6.829392754052768,0.1733037055400185,0.9194422668361288
3173,,252,SMC-2,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1543.0,0.62,0.07999999999999996,0.54,,,,308.0,0.0143449752442124,0.596226415094339,2598,-4.244355555293596,-0.5171347929592564,3.727220762334339,E&E,4921.0,6.14105669781199,0.42574742204760135,0.9857619579532308
3184,,271,SMC-3,Propane,0.0,0.0,0.0,0.0,0.5312,1.05,1999.0,0.81,0.1200000000000001,0.69,,,,308.0,0.0144357751371619,1.28571034710926,2599,-4.238045768856445,0.2513113649167495,4.489357133773194,E&E,4922.0,7.966262916294175,0.333880148908718,0.9792467091332258
3194,,281,SMC-3,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,1999.0,0.81,0.1200000000000001,0.69,,,,308.0,0.0146342808304154,0.340823247222298,2600,-4.2243885004341415,-1.0763912726729719,3.1479972277611696,E&E,4923.0,4.774990699738856,0.5654175364338648,0.998985091430053
3205,19.0,72,PHA,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,284.0,0.18,0.05,0.13,,,4.53,273.0,0.00636136197217476,0.480392156862745,2601,-5.057512777987851,-0.7331525151736447,4.324360262814206,E&E,4924.0,1.7136270901246755,0.1952959023658776,0.9635147325438234
3216,,83,NAHA-0.5,Ethane,0.0,0.0,0.0,0.0,0.3904,0.492,747.0,0.36,0.07,0.29,,,3.25,273.0,0.00233910991782604,0.909313725490196,2602,-6.057984798971626,-0.09506511179672669,5.9629196871748995,E&E,4925.0,3.7863469578658555,0.17974787934409125,0.9591633183849726
